male;female;word;category;p_w;p_male_w;p_female_w;PMI_male;PMI_female
1;16;trier;O;0.00133061991233563;7.82717595491547e-05;0.00125234815278647;-0.225653532702228;0.0936928947455222
1;13;frau;G;0.00109580463368817;7.82717595491547e-05;0.00101753287413901;-0.205119490631468;0.0889126488695554
1;10;thuring;O;0.000860989355040701;7.82717595491547e-05;0.000782717595491547;-0.17961406482837;0.0826871020010574
1;10;padagog;O;0.000860989355040701;7.82717595491547e-05;0.000782717595491547;-0.17961406482837;0.0826871020010574
1;9;engagement;O;0.000782717595491547;7.82717595491547e-05;0.000704445835942392;-0.169534010149101;0.0801020874858767
1;9;zuruck;O;0.000782717595491547;7.82717595491547e-05;0.000704445835942392;-0.169534010149101;0.0801020874858767
2;13;ministerium;O;0.00117407639323732;0.000156543519098309;0.00101753287413901;-0.150113030541281;0.0788997136996621
1;8;gesamtschul;O;0.000704445835942392;7.82717595491547e-05;0.000626174076393237;-0.15839102667087;0.0771387555635593
4;19;bildung;O;0.00180025046963056;0.000313087038196619;0.00148716343143394;-0.130079302163131;0.0761331510253384
1;7;kehrt;O;0.000626174076393237;7.82717595491547e-05;0.000547902316844083;-0.145934230952468;0.0736699357572989
1;7;erziehungswissenschaft;O;0.000626174076393237;7.82717595491547e-05;0.000547902316844083;-0.145934230952468;0.0736699357572989
1;7;rheinisch;O;0.000626174076393237;7.82717595491547e-05;0.000547902316844083;-0.145934230952468;0.0736699357572989
1;7;friedrich-wilhelms-universitat;O;0.000626174076393237;7.82717595491547e-05;0.000547902316844083;-0.145934230952468;0.0736699357572989
2;10;religion;O;0.000939261114589856;0.000156543519098309;0.000782717595491547;-0.124646349851103;0.0705223380004086
2;10;humboldt-universitat;O;0.000939261114589856;0.000156543519098309;0.000782717595491547;-0.124646349851103;0.0705223380004086
1;6;position;O;0.000547902316844083;7.82717595491547e-05;0.000469630557294928;-0.131811880729045;0.0694975223786359
1;6;landshut;O;0.000547902316844083;7.82717595491547e-05;0.000469630557294928;-0.131811880729045;0.0694975223786359
1;6;bundesrepubl;O;0.000547902316844083;7.82717595491547e-05;0.000469630557294928;-0.131811880729045;0.0694975223786359
1;6;ehemann;R;0.000547902316844083;7.82717595491547e-05;0.000469630557294928;-0.131811880729045;0.0694975223786359
10;31;zog;O;0.00320914214151534;0.000782717595491547;0.00242642454602379;-0.0994585239603367;0.067620294019542
2;9;grund;O;0.000860989355040701;0.000156543519098309;0.000704445835942392;-0.114716011550233;0.0669705253059927
1;5;minist;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;listenplatz;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;forschung;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;schwerin;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;york;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;bekam;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;freie;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;nation;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
1;5;studienrat;O;0.000469630557294928;7.82717595491547e-05;0.000391358797745773;-0.115508823860458;0.0642920204635531
16;42;mutt;F;0.00453976205385097;0.00125234815278647;0.0032874139010645;-0.0880280514737636;0.0636582781909236
2;8;englisch;O;0.000782717595491547;0.000156543519098309;0.000626174076393237;-0.103838556650439;0.0628542925609442
8;23;main;O;0.00242642454602379;0.000626174076393237;0.00180025046963056;-0.0887974480958097;0.0614346350319376
9;25;landkreis;O;0.00266123982467126;0.000704445835942392;0.00195679398872887;-0.0867375585437045;0.0608142189614184
3;10;erststimm;O;0.00101753287413901;0.000234815278647464;0.000782717595491547;-0.0917527100543992;0.0593318399010907
2;7;entwickl;O;0.000704445835942392;0.000156543519098309;0.000547902316844083;-0.091814088124203;0.0579852175012291
1;4;beispiel;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;praktika;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;projekt;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;sozialist;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;volontariat;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;landtagswahl;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;abgeordnetenhaus;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;sieg;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;gutersloh;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;untersuch;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;on;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;studienstift;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;stralsund;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;klimaschutz;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;burgerschaft;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
1;4;setzt;O;0.000391358797745773;7.82717595491547e-05;0.000313087038196619;-0.0962264002466784;0.0574549720355691
