male;female;word;category;p_w;p_male_w;p_female_w;PMI_male;PMI_female
22;2;vat;F;0.00237388724035608;0.00217606330365974;0.00019782393669634;0.0822324152133295;-0.196774851551263
10;1;philosophi;O;0.00108803165182987;0.000989119683481701;9.89119683481701e-05;0.071661700138453;-0.17254770488743
15;2;ig;O;0.00168150346191889;0.00148367952522255;0.00019782393669634;0.0715393884525057;-0.156339215641705
19;3;bundeswehr;O;0.00217606330365974;0.00187932739861523;0.00029673590504451;0.0708178117265788;-0.145967512453515
9;1;ingenieur;O;0.000989119683481701;0.000890207715133531;9.89119683481701e-05;0.0691559327872474;-0.162211810458525
9;1;seitd;O;0.000989119683481701;0.000890207715133531;9.89119683481701e-05;0.0691559327872474;-0.162211810458525
13;2;metall;O;0.00148367952522255;0.00128585558852621;0.00019782393669634;0.0673065689427596;-0.141662715987594
17;3;rechtsanwalt;O;0.0019782393669634;0.00168150346191889;0.00029673590504451;0.0670933342732829;-0.134233661023125
8;1;zugelass;O;0.000890207715133531;0.000791295746785361;9.89119683481701e-05;0.0662760139935998;-0.15078600925817
8;1;unternehmensberat;O;0.000890207715133531;0.000791295746785361;9.89119683481701e-05;0.0662760139935998;-0.15078600925817
26;6;volksschul;O;0.00316518298714144;0.00257171117705242;0.000593471810089021;0.0643073049053614;-0.11672245533533
7;1;bayer;O;0.000791295746785361;0.000692383778437191;9.89119683481701e-05;0.0628949784086968;-0.138013050225255
7;1;anfang;O;0.000791295746785361;0.000692383778437191;9.89119683481701e-05;0.0628949784086968;-0.138013050225255
7;1;autor;O;0.000791295746785361;0.000692383778437191;9.89119683481701e-05;0.0628949784086968;-0.138013050225255
7;1;national;O;0.000791295746785361;0.000692383778437191;9.89119683481701e-05;0.0628949784086968;-0.138013050225255
7;1;pol;O;0.000791295746785361;0.000692383778437191;9.89119683481701e-05;0.0628949784086968;-0.138013050225255
7;1;projekt;O;0.000791295746785361;0.000692383778437191;9.89119683481701e-05;0.0628949784086968;-0.138013050225255
11;2;bestand;O;0.00128585558852621;0.00108803165182987;0.00019782393669634;0.0621482672952994;-0.124882860251892
18;4;akademi;O;0.00217606330365974;0.00178041543026706;0.00039564787339268;0.0616728141212807;-0.114609468227479
14;3;referendariat;O;0.00168150346191889;0.00138476755687438;0.00029673590504451;0.0603078365104955;-0.114225588671693
10;2;seminar;O;0.00118694362017804;0.000989119683481701;0.00019782393669634;0.0590854304466731;-0.115497135798516
6;1;bauwes;O;0.000692383778437191;0.000593471810089021;9.89119683481701e-05;0.0588146895820505;-0.123532263598419
6;1;rheinland-pfalz;O;0.000692383778437191;0.000593471810089021;9.89119683481701e-05;0.0588146895820505;-0.123532263598419
6;1;folg;O;0.000692383778437191;0.000593471810089021;9.89119683481701e-05;0.0588146895820505;-0.123532263598419
6;1;inn;O;0.000692383778437191;0.000593471810089021;9.89119683481701e-05;0.0588146895820505;-0.123532263598419
13;3;rer;O;0.00158259149357072;0.00128585558852621;0.00029673590504451;0.0576107588067828;-0.106761954599467
9;2;landwirtschaft;O;0.00108803165182987;0.000890207715133531;0.00019782393669634;0.0555868235141288;-0.105294272446313
9;2;sozialwissenschaft;O;0.00108803165182987;0.000890207715133531;0.00019782393669634;0.0555868235141288;-0.105294272446313
12;3;gmbh;O;0.00148367952522255;0.00118694362017804;0.00029673590504451;0.0546246555009667;-0.0988164715448753
12;3;verein;O;0.00148367952522255;0.00118694362017804;0.00029673590504451;0.0546246555009667;-0.0988164715448753
5;1;bundesvorsitz;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;gemeinderat;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;ingenieurschul;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;leitung;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;hern;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;mulheim;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;diplom-kaufmann;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;sekretar;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;nat;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;sachsisch;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;bundesverband;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;geb;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;einzug;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;gehob;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;ausgezeichnet;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;soling;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;them;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;chefredakteur;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;sozialist;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;apothek;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
5;1;nordhaus;O;0.000593471810089021;0.000494559841740851;9.89119683481701e-05;0.0537050117022519;-0.106815422269302
20;6;ag;O;0.00257171117705242;0.0019782393669634;0.000593471810089021;0.0528068172377194;-0.0887745742845831
8;2;fraktion;O;0.000989119683481701;0.000791295746785361;0.00019782393669634;0.0515234384950508;-0.0941183001279644
8;2;wirtschaftswissenschaft;O;0.000989119683481701;0.000791295746785361;0.00019782393669634;0.0515234384950508;-0.0941183001279644
8;2;krankheit;O;0.000989119683481701;0.000791295746785361;0.00019782393669634;0.0515234384950508;-0.0941183001279644
8;2;berat;O;0.000989119683481701;0.000791295746785361;0.00019782393669634;0.0515234384950508;-0.0941183001279644
16;5;unternehm;O;0.00207715133531157;0.00158259149357072;0.000494559841740851;0.0494956103904213;-0.0825424349941
10;3;anschluss;O;0.00128585558852621;0.000989119683481701;0.00029673590504451;0.0475163838071438;-0.0811990035861493
4;1;verkehrspolit;O;0.000494559841740851;0.00039564787339268;9.89119683481701e-05;0.046965252130783;-0.0870435955137045
4;1;cottbus;O;0.000494559841740851;0.00039564787339268;9.89119683481701e-05;0.046965252130783;-0.0870435955137045
